"survive","param.index","mutant.effect","drug.outsideConcentration.MULT","efflux.binom.param","extinction.time","extinction.time.sd","num.reps","cell.type"
0,"694",10,9,1,22.4462793840552,21.063273237747,1000,"STRUCT-BIND"
0.039,"695",50,9,1,67.9108618783404,132.027442034346,1000,"STRUCT-BIND"
0.228,"696",200,9,1,71.3285134888751,160.038000035289,1000,"STRUCT-BIND"
0,"697",2,10,1,15.2795423840683,7.47109950692284,1000,"STRUCT-BIND"
0,"698",10,10,1,20.9361273112146,18.6161727202555,1000,"STRUCT-BIND"
0.017,"699",50,10,1,67.6777276916725,146.399764677911,1000,"STRUCT-BIND"
0.211,"700",200,10,1,66.5077207354106,148.274259697716,1000,"STRUCT-BIND"
0,"701",2,12,1,13.9831249928704,7.06249931524652,1000,"STRUCT-BIND"
0,"702",10,12,1,19.2631890397478,18.273297671142,1000,"STRUCT-BIND"
0.012,"703",50,12,1,54.3993237884569,117.632430196741,1000,"STRUCT-BIND"
0.177,"704",200,12,1,86.4036863292421,178.451312195861,1000,"STRUCT-BIND"
0,"705",2,14,1,12.9023287081042,6.30264370164603,1000,"STRUCT-BIND"
0,"706",10,14,1,16.5863043432181,12.0424914437569,1000,"STRUCT-BIND"
0.008,"707",50,14,1,54.3303798111332,115.828197072831,1000,"STRUCT-BIND"
0.149,"708",200,14,1,91.712384598221,196.617722677047,1000,"STRUCT-BIND"
0,"709",2,16,1,12.3054706676464,6.25613783242706,1000,"STRUCT-BIND"
0,"710",10,16,1,15.7769623418068,12.4655157973278,1000,"STRUCT-BIND"
0.003,"711",50,16,1,39.9121807684914,80.4040817073776,1000,"STRUCT-BIND"
0.134,"712",200,16,1,84.9408290156318,169.06687103691,1000,"STRUCT-BIND"
0,"713",2,18,1,11.5223174097108,5.75507797496277,1000,"STRUCT-BIND"
0,"714",10,18,1,14.7277309214131,12.4074269271873,1000,"STRUCT-BIND"
0.002,"715",50,18,1,36.3427202176556,78.7807242748116,1000,"STRUCT-BIND"
0.1,"716",200,18,1,84.5484070000978,169.37344412264,1000,"STRUCT-BIND"
0,"717",2,20,1,11.2362884940224,5.65664728391975,1000,"STRUCT-BIND"
0,"718",10,20,1,13.8893314381087,10.0418315513821,1000,"STRUCT-BIND"
0,"719",50,20,1,36.6308732155905,82.7312394995863,1000,"STRUCT-BIND"
0.096,"720",200,20,1,80.206684673404,174.416959318801,1000,"STRUCT-BIND"
